 ID	News	predicted
FAKE_3107	ന്യൂനപക്ഷങ്ങൾക്ക് മാത്രമായി പ്രത്യേക വിദ്യാഭ്യാസ സഹായ നിധിയും വികസന പദ്ധതികളും.	MOSTLY FALSE
FAKE_3108	മുസ്ലീം വോട്ട് ലക്ഷ്യം വച്ച് ഇഫ്താര്‍ സംഘടിപ്പിക്കുന്ന സര്‍ക്കാര്‍ മറ്റ് മതസ്ഥരുടെ ആഘോഷങ്ങള്‍ അവഗണിക്കുന്നു.	MOSTLY FALSE
FAKE_3109	മലാപറമ്പ്-പുതുപ്പാടി റോഡ് നവീകരണം സംസ്ഥാന സര്‍ക്കാരിന് യാതൊരു പങ്കാളിത്തവുമില്ലാത്ത പദ്ധതി.	MOSTLY FALSE
FAKE_3110	മുന്‍ കോണ്‍ഗ്രസ് സര്‍ക്കാര്‍ ഒന്നര വര്‍ഷത്തെ പെന്‍ഷന്‍ കുടിശിക വരുത്തിയിരുന്നു.	MOSTLY FALSE
FAKE_3111	കാശ്മീരിലെ മുസ്ലീം വിദ്യാര്‍ഥികള്‍ക്ക് മാത്രമായി കോണ്‍ഗ്രസ് സര്‍ക്കാര്‍ 2012ല്‍ നിര്‍മിച്ച ആഢംബര ഹോസ്റ്റല്‍.	MOSTLY FALSE
FAKE_3112	സമൂഹമാധ്യമങ്ങളില്‍ സര്‍ക്കാര്‍ ജീവനക്കാരെ നിരീക്ഷിക്കുന്നതിന് സര്‍ക്കുലര്‍ പുറത്തിറക്കി ആന്ധ്രാപ്രദേശ് സര്‍ക്കാര്‍	PARTLY FALSE
FAKE_3113	ബ്രഹ്‌മപുരത്ത് തീ അണയ്ക്കാന്‍ ഹെലികോപ്റ്റര്‍ വാടകയ്ക്ക് എടുത്തു	PARTLY FALSE
FAKE_3114	മോദി സർക്കാർ വിവാദപുരുഷനായ ധീരേന്ദ്ര ശാസ്ത്രിക്ക് Z+ സുരക്ഷ നൽകിയിരിക്കുന്ന നു. ധീരേന്ദ്ര ശാസ്ത്രിക്ക് 25 കമാൻഡോകളുടെ അകമ്പടിയും നൽകിയിരിക്കുന്നു.	MOSTLY FALSE
FAKE_3115	ക്ഷേത്രങ്ങളിലെ സര്‍ക്കാര്‍ ഇടപെടല്‍ വിലക്കി സുപ്രീംകോടതി വിധി.	PARTLY FALSE
FAKE_3116	ക്ഷേത്രങ്ങള്‍ പൊളിച്ചു നീക്കി തമിഴ്‌നാട് ഡിഎംകെ സര്‍ക്കാര്‍ ഹിന്ദുക്കളോട് അനീതി കാട്ടുന്നു.	MOSTLY FALSE
FAKE_3117	കൃപാസനം രോഗശാന്തി കേന്ദ്രത്തിന് ഗവേഷണം നടത്താന്‍ സര്‍ക്കാര്‍ 50 ലക്ഷം രൂപ അനുവദിച്ചു.	MOSTLY FALSE
FAKE_3118	തമിഴ്‌നാട് സര്‍ക്കാര്‍ അനുമതി നിഷേധിച്ച പദസഞ്ചലനം ചെന്നൈയില്‍ നടത്തി ആര്‍എസ്എസ് .	MOSTLY FALSE
FAKE_3119	വിവിധ വകുപ്പുകളിലെ സര്‍ക്കാര്‍ ഉദ്യോഗസ്ഥരെന്ന വ്യാജേന വീടുകളിലെത്തി തട്ടിപ്പ് നടത്തുന്ന സംഘത്തെക്കുറിച്ച് മുന്നറിയിപ്പ്.	PARTLY FALSE
FAKE_3120	സര്‍ക്കാര്‍ ആശുപത്രിയില്‍ സലൈന്‍ ബോട്ടില്‍ കയ്യില്‍ പിടിച്ച് കിടക്കുന്ന രോഗി	PARTLY FALSE
FAKE_3121	കെഎസ്ആര്‍ടിസി പുതുതായി ആരംഭിച്ച സിറ്റി സര്‍ക്കുലര്‍ ഇലക്ട്രിക് ബസുകള്‍ FAME 2 പദ്ധതി പ്രകാരം കേന്ദ്ര സര്‍ക്കാര്‍ അനുവദിച്ചതാണ്.	MOSTLY FALSE
FAKE_3122	കേന്ദ്ര സര്‍ക്കാര്‍ ഇന്ത്യയിലെ മുഴുവന്‍ വിദ്യാര്‍ത്ഥികള്‍ക്കും സൗജന്യമായി ലാപ്‌ടോപ്പ് വിതരണം ചെയ്യുന്നു	MOSTLY FALSE
FAKE_3123	സ്‌കൂള്‍ ഉച്ചഭക്ഷണത്തിനായുള്ള പണം ഇനി വിദ്യാര്‍ഥികളുടെ അക്കൗണ്ടിലെത്തിക്കാന്‍ കേന്ദ്ര സര്‍ക്കാര്‍ തീരുമാനം.	MOSTLY FALSE
FAKE_3124	വെള്ളക്കെട്ടുള്ള റോഡില്‍ നൃത്തം ചെയ്യുന്ന ഓട്ടോ ഡ്രൈവറുടെ വീഡിയോ, ആറുവര്‍ഷമായി കേരളം ഭരിക്കുന്ന ഇടുപക്ഷ സര്‍ക്കാരിന്റെ പുതിയ പദ്ധതിയാണിത്.	PARTLY FALSE
FAKE_3125	കോന്നി എംഎൽഎ കെ.യു ജനീഷ് കുമാർ ഹെലികോപ്റ്റര്‍ ജീവനക്കാരനെ കൈയ്യേറ്റം ചെയ്തു	PARTLY FALSE
FAKE_3126	1996ന് ശേഷം നിര്‍മിച്ച 1000 സ്‌ക്വയര്‍ മീറ്ററിന് മുകളില്‍ വിസ്തീര്‍ണ്ണമുള്ള വീട്ടുടമകള്‍ 15,000 രൂപയും പലിശയും അടയ്ക്കാന്‍ കേരള സര്‍ക്കാര്‍ ഉത്തരവ്.	MOSTLY FALSE
FAKE_3127	കുട്ടികൾക്ക് മുട്ടയും പാലും നൽകുന്ന പദ്ധതി യഥാർത്ഥത്തിൽ കേന്ദ്ര സർക്കാരിന്‍റെ അക്ഷയപാത്രം എന്ന പദ്ധതിയാണെന്നും സംസ്ഥാന സർക്കാർ പേരുമാറ്റി ഇപ്പോൾ തങ്ങളുടേതാക്കി അവതരിപ്പിക്കുകയാണ്	MOSTLY FALSE
FAKE_3128	ലോകകപ്പിനിടെ ബെംഗളൂരുവില്‍ സ്ഫോടനം എന്ന വ്യാജ പ്രചാരണവുമായി പാക് ട്വിറ്റര്‍ ഹാന്‍ഡിലുകള്‍	MOSTLY FALSE
FAKE_3129	നായിക ഇല്ലാത്ത സിനിമ സ്ത്രീത്വത്തെ അപമാനിക്കൽ, പരാതി ലഭിച്ചാൽ മമ്മൂട്ടി കമ്പനിക്കെതിരെ കേസെടുക്കുമെന്ന് വനിതാ കമ്മിഷൻ അംഗം ഷാഹിദ കമാൽ	PARTLY FALSE
FAKE_3130	മഹാത്മാഗാന്ധിയെ കുടാതെ ഇന്നി രബീന്ദ്രനാഥ് ടാഗോര്‍, എ.പി.ജെ. അബ്ദുല്‍ കലാം എന്നിവരുടെയും ചിത്രങ്ങളുള്ള നോട്ടുകള്‍ കേന്ദ്ര സര്‍ക്കാര്‍ ഇറക്കാന്‍ ഒരുങ്ങുന്നു	MOSTLY FALSE
FAKE_3131	അസം സര്‍ക്കാര്‍ എല്ലാ മദ്രസകളും അടച്ചുപൂട്ടാന്‍ ഉത്തരവിട്ടു.	MOSTLY FALSE
FAKE_3132	അല്ലാഹുവാണ് മഴ തരുന്നത് എന്ന് കേരളാ സിലബസ് പുസ്തകം.	PARTLY FALSE
FAKE_3133	സിൽവർലൈൻ വിഷയത്തിൽ കേരള സർക്കാർ നടത്തിയ വിശദീകരണ യോഗത്തിന്റെ വീഡിയോ; ജനപങ്കാളിത്തം വളരെ കുറവ്.	MOSTLY FALSE
FAKE_3134	സ്വകാര്യ സ്ഥാപനമായ മദ്രസകളിലെ മൗലവിക്ക് സര്‍ക്കാര്‍ ശമ്പളം നല്‍കുമ്പോള്‍ സര്‍ക്കാര്‍ ഉടമസ്ഥതിയലുള്ള ക്ഷേത്ര പൂജാരിക്ക് ഇത് നിഷേധിക്കുന്നു.	MOSTLY FALSE
FAKE_3135	450,000 വിദേശീയർക്ക് കനേഡിയൻ സർക്കാർ ചെലവിൽ താമസവും ഭക്ഷണവും മറ്റു ആനുകൂല്യങ്ങളും സഹിതം ജോലി അവസരം.	MOSTLY FALSE
FAKE_3136	സംസ്ഥാനത്ത് ഒന്നാം തീയതിയിലെ ഡ്രൈ ഡേ സര്‍ക്കാര്‍ ഒഴിവാക്കി	MOSTLY FALSE
FAKE_3137	ഉത്തരപ്രദേശിൽ വീണ്ടും യോഗി സർക്കാർ അധികാരത്തിൽ വന്നതിന്റെ സന്തോഷ സൂചകമായി ഭാരതത്തിലെ എല്ലാ ഉപയോക്താക്കൾക്കും 3 മാസത്തേക്ക് സൗജന്യ റീചാർജ് നൽകുന്നു.	MOSTLY FALSE
FAKE_3138	ജയിലുകളിൽ കഴിയുന്ന 1850 കൊടും കുറ്റവാളികളെ മോചിപ്പിക്കാനുള്ള സർക്കാർ തീരുമാനത്തെ ഗവർണർ എതിർത്തു.	MOSTLY FALSE
FAKE_3139	കേന്ദ്ര സർക്കാർ പദ്ധതിയുടെ പേരുമാറ്റി കേരളസർക്കാർ അവതരിപ്പിച്ച പ്രോജക്ട് ആണ് കെ-ഫോൺ	MOSTLY FALSE
FAKE_3140	സർക്കാരിന്‍റെ സിവിൽ സർവീസസ് അക്കാദമിയില്‍ മുസ്ലിം വിദ്യാര്‍ഥികള്‍ക്ക് മാത്രം 50% സംവരണം നല്‍കുന്നു	MOSTLY FALSE
FAKE_3141	UPA സര്‍ക്കാര്‍ ഓയില്‍ ബോണ്ടിന് വേണ്ടി 2.5 ലക്ഷം കോടി ഡോളറിന്‍റെ കടം വാങ്ങി	MOSTLY FALSE
FAKE_3142	ഇന്ത്യയിലെ മുസ്ലിങ്ങള്‍ യഥാര്‍ത്ഥ മുസ്ലിങ്ങളല്ലെന്ന് ഖത്തര്‍ ഭരണാധികാരി	PARTLY FALSE
FAKE_3143	ബലാല്‍സംഗത്തിന് ഇരയായ അഞ്ചുവയസ്സുകാരിയുമായി പിതാവിന്‍റെ പ്രതിഷേധം	MOSTLY FALSE
FAKE_3144	വിവിധ വാഹന ടാക്സ് നിരക്കുകൾ സംസ്‌ഥാന സർക്കാർ കൂട്ടി.	MOSTLY FALSE
FAKE_3145	കാനഡ’ക്കെതിരെ ‘കാനറ’ബാങ്കിന് മുന്നില്‍ പ്രതിഷേധിക്കുന്ന ബി‌ജെ‌പി പ്രവര്‍ത്തകര്‍	MOSTLY FALSE
FAKE_3146	ഗാസയില്‍ പലസ്‌തീനികള്‍ വ്യാജ ശവസംസ്‌കാര ചടങ്ങ് നടത്തി? വീഡിയോയുടെ വസ്‌തുത പുറത്ത്	PARTLY FALSE
FAKE_3147	ആധാര്‍ കാര്‍ഡ് ഡ്രൈവിങ് ലൈസന്‍സുമായി ബന്ധിപ്പിക്കണമെന്ന് സര്ക്കാര്‍ അറിയിപ്പ്	PARTLY FALSE
FAKE_3148	ബ്ലഡ് ക്യാൻസറിന് സൗജന്യ മരുന്ന് വിതരണം	PARTLY FALSE
FAKE_3149	മന്ത്രിമാരുടെ പേഴ്‌സണല്‍ സ്റ്റാഫുകള്‍ക്ക് ശമ്പളം നല്‍കാന്‍ അഞ്ചു വര്‍ഷത്തേയ്ക്ക് 155 കോടി രൂപ ചിലവാകുന്നു. രണ്ടു വര്‍ഷം പൂര്‍ത്തിയാക്കിയ ജീവനക്കാരുടെ പെന്‍ഷന്‍ 83,000 രൂപയാണ്.	MOSTLY FALSE
FAKE_3150	ജാര്‍ഖണ്ഡ് സര്‍ക്കാര്‍. ഒരു ലിറ്റര്‍ പെട്രോളിന് 25 രൂപ കുറച്ചു.	PARTLY FALSE
FAKE_3151	കേരളത്തിലെ ജോഡോ യാത്രയ്ക്കിടയിൽ രാഹുൽ ഗാന്ധി ഭക്ഷണം കഴിക്കാൻ . കർണാടകയിലും രാഹുൽഗാന്ധി ആഹാരത്തിനായി സാധാരണ കടകളെ ആശ്രയിക്കുന്ന വാർത്ത മനോരമ പ്രസിദ്ധീകരിച്ചു	PARTLY FALSE
FAKE_3152	50% മുകളിൽ മുസ്ലിം വിദ്യാർഥികൾ പഠിക്കുന്ന സ്കൂളുകൾ മുഹമ്മദീൻ ഗവണ്മെന്റ് സ്കൂൾ എന്ന് നാമകരണം ചെയ്യണമെന്നുള്ള ബില്ല്	MOSTLY FALSE
FAKE_3153	പിണറായി സർക്കാരിന്റെ ഭരണകാലത്ത് വിശപ്പ് സഹിക്കാനാകാതെ പെൺകുട്ടി ആത്മഹത്യ ചെയ്തു.	MOSTLY FALSE
FAKE_3154	50 ശതമാനത്തിനു മുകളില്‍ മുസ്ലീം കുട്ടികള്‍ പഠിക്കുന്ന സര്‍ക്കാര്‍ സ്‌കൂളുകളുടെ പേര് മുഹമ്മദന്‍ ഗവ.സ്‌കൂള്‍ എന്നാക്കാനുള്ള ബില്ല് കേരളം പാസാക്കിയിട്ടുണ്ട്. മുന്‍പ് വിദ്യാഭ്യാസ വകുപ്പ് കൈകാര്യം ചെയ്ത മുസ്ലീം ലീഗുകാരായ മന്ത്രിമാരാണ് ഇതിനു പിന്നില്‍.	MOSTLY FALSE
FAKE_3155	അജിത്തിന് സർക്കാർ ജോലി നൽകുക എന്നു സാംസ്‌കാരിക പ്രവർത്തകർ ആവശ്യപ്പെട്ടു	MOSTLY FALSE
FAKE_3156	പട്ടിണി നിർമ്മാർജ്ജനം കേന്ദ്ര സർക്കാർ കേരളത്തെ മാതൃകയാക്കണം എന്ന് സുപ്രീം കോടതി	PARTLY FALSE
FAKE_3157	നവംബർ 4ന് ശേഷം ഇന്ധനത്തിനുമേൽ സംസ്ഥാനങ്ങൾ ചുമത്തുന്ന VAT കുറക്കാത്ത ഏക സർക്കാർ കേരളത്തിലേതാണ്	MOSTLY FALSE
FAKE_3158	യുദ്ധത്തിൽ കൊല്ലപ്പെട്ടവർക്കും ജവാന്മാർക്കും ഇന്ത്യൻ സൈന്യത്തിനു ആയുധങ്ങൾ വാങ്ങുന്നതിനുമായി മോദി സർക്കാർ ഇപ്പോൾ പ്രത്യേകമായി ഒരു പുതിയ പദ്ധതി ആരംഭിച്ചിട്ടുണ്ട്.	MOSTLY FALSE
FAKE_3159	എന്തൊരു ദുരവസ്ഥ, മരിച്ച ആന്‍ഡ്രൂ സൈമണ്ട്‌സിന്‍റെ പേരിലും വ്യാജ പ്രചാരണം! സംഭവം ഞെട്ടിക്കുന്നത്	MOSTLY FALSE
FAKE_3160	തൃക്കാക്കരയിലെ വ്യാജ വീഡിയോ വിവാദത്തില്‍ പിടിയിലായത് സിപിഎം പ്രവര്‍ത്തകന്‍	MOSTLY FALSE
FAKE_3161	ഉത്തർപ്രദേശ് സർക്കാർ കുട്ടികളെ പീഡിപ്പിക്കുന്നവർക്ക് വധശിക്ഷ നൽകുന്ന ബിൽ അസംബ്ലിയിൽ പാസ്സാക്കാൻ ഒരുങ്ങുന്നു.	MOSTLY FALSE
FAKE_3162	നടി കുളപുള്ളി ലീല അന്തരിച്ചു	PARTLY FALSE
FAKE_3163	സംവിധായകനും നടനുമായ മധുമോഹൻ അന്തരിച്ചു.	PARTLY FALSE
FAKE_3164	ഉക്രൈനിയൻ മാധ്യമങ്ങൾ യുദ്ധ മരണങ്ങളെ കുറിച്ച് വ്യാജ വാർത്ത പ്രചരിപ്പിക്കുന്നു	PARTLY FALSE
FAKE_3165	സംസ്ഥാനത്ത് ഒന്നാം തീയതിയിലെ ഡ്രൈ ഡേ ഒഴിവാക്കി	MOSTLY FALSE
FAKE_3166	കെഎസ്ആര്‍ടിസി ബസുകള്‍ നിര്‍മിക്കാനുള്ള ഷാസികള്‍ ഉപയോഗിക്കാതെ നശിക്കുകയാണ്. ഇത്രയധികം ഷാസികള്‍ ഉണ്ടായിട്ടും അവ നിര്‍മിക്കാതെ പുതിയ ബസിന് ഓര്‍ഡര്‍ നല്‍കി നികുതിപ്പണം കൊള്ളയടിക്കുകയാണ് സര്‍ക്കാര്‍.	MOSTLY FALSE
FAKE_3167	കാശ്മീരിലെ മച്ചില്‍ എന്‍കൗണ്ടറില്‍ അവസാനം മോദി സര്‍ക്കാരിന്റെ ഇടപെടല്‍. ജീവപര്യന്തത്തിന് ശിക്ഷിച്ച അഞ്ച് സൈനികരെ മോചിപ്പിക്കാനുള്ള തീരുമാനം മോദി സര്‍ക്കാര്‍ എടുത്തു.	MOSTLY FALSE
FAKE_3168	സര്‍ക്കാരിന്റെ ഔദ്യോഗിക വെബ്‌സൈറ്റില്‍ മുന്‍ മുഖ്യമന്ത്രിമാരുടെ പേരുകള്‍ ഉള്‍പ്പെടെ തെറ്റായ പരിഭാഷയോടെ നല്‍കിയിരിക്കുന്നു.	MOSTLY FALSE
FAKE_3169	കേന്ദ്ര സർക്കാർ വാഹന രജിസ്ട്രേഷൻ തുക എട്ടിരട്ടി കൂട്ടി.	PARTLY FALSE
FAKE_3170	സ്വന്തമായി വാഹനമുള്ളവര്‍ക്ക് സര്‍ക്കാര്‍ പെന്‍ഷന്‍ ലഭിക്കില്ല.	MOSTLY FALSE
FAKE_3171	സർക്കാർ ആശുപത്രിയിൽ ഇനിമുതൽ സൗജന്യ ചികിത്സയില്ല.	MOSTLY FALSE
FAKE_3172	ഇത് നീലേശ്വരത്ത് ലോട്ടറി വില്‍പന നടത്തുന്ന ഗൗരി അന്തര്‍ജനം. സാമ്പത്തികമായി പിന്നോക്കം നില്‍ക്കുന്ന ഇവര്‍ ഉയര്‍ന്ന ജാതിക്കാരിയായതിനാല്‍ സര്‍ക്കാര്‍ ആനുകൂല്യങ്ങളൊന്നും ലഭിക്കുന്നില്ല.	MOSTLY FALSE
FAKE_3173	പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയുടെ ചിത്രം വെച്ച് തിരുവനന്തപുരം സര്‍ക്കാര്‍ എഞ്ചിനീയറിംഗ് കോളേജിലെ ടോപ്പര്‍മാരെ അഭിനന്ദനങ്ങള്‍ അര്‍പ്പിക്കുന്ന ബാനര്‍	PARTLY FALSE
FAKE_3174	സംസ്ഥാന സര്‍ക്കാര്‍ നല്‍കുന്ന കിറ്റ് ആണ് രമ്യ ഹരിദാസ് പിടിച്ചിട്ടുള്ളത്	PARTLY FALSE
FAKE_3175	എല്ലാവർക്കും സൗജന്യ വൈഫൈ… സമ്പൂർണ ഡിജിറ്റൽ ഉത്തർപ്രദേശ് ലക്ഷ്യമിട്ട് സർക്കാരിന്‍റെ ചരിത്ര പ്രഖ്യാപനം	PARTLY FALSE
FAKE_3176	തന്നെ ജയിലിലടച്ചാൽ ആരും സങ്കടപ്പെടരുത് എനിക്ക് മുൻപും പല മഹാന്മാരും ജയിലിൽ കിടന്നിട്ടുണ്ട് കുഴൽപണ കവർച്ചാ കേസ് അറസ്റ്റ് അടുക്കുമ്പോൾ അടവ് മാറ്റി സുരേന്ദ്രൻ	PARTLY FALSE
FAKE_3177	രോഗിയുടെ നെഞ്ചില്‍ പാറ്റകുടുങ്ങിയതായി എക്‌സ്‌റേ റിപ്പോര്‍ട്ടില്‍ കണ്ടെത്തി. ഗുജറാത്തിലെ സര്‍ക്കാര്‍ ആശുപത്രിയിലെ എക്‌സ്‌റേ മെഷീനില്‍ പാറ്റയുണ്ടായിരുന്നതെന്ന് കണ്ടെത്തിയത് കേരളത്തിലെ ഡോക്റ്റര്‍മാര്‍.	MOSTLY FALSE
FAKE_3178	മണ്ണാറശാല അമ്പലത്തിലെ മുഖ്യ പൂജാരി മരിച്ചു	PARTLY FALSE
FAKE_3179	കേരള സര്‍ക്കാര്‍ പന്നിവളര്‍ത്തല്‍ നിരോധിച്ചു.	PARTLY FALSE
FAKE_3180	ഇതാണ് യു.പി പോലീസിന്റെ മാജിക് സ്പർശന മാത്രയാൽ അംഗവൈകല്യം ഉള്ളയാൾ എഴുന്നേറ്റ് നടക്കുന്നു	MOSTLY FALSE
FAKE_3181	ചൂടുള്ള തേങ്ങാവെള്ളം കാന്‍സര്‍ അകറ്റും	PARTLY FALSE
FAKE_3182	ആർസിസി പുറത്തിറക്കിയ ക്യാൻസർ വരാതിരിക്കാനുള്ള മുൻകരുതലുകൾ.	PARTLY FALSE
FAKE_3183	ശ്രീലങ്കന്‍ സര്‍ക്കാര്‍ കണ്ടെത്തിയ രാവണന്റെ മൃതദേഹം.	MOSTLY FALSE
FAKE_3184	കുടിശിക ഉടൻ അടച്ചില്ലെങ്കിൽ വൈദ്യതി കട്ട് ചെയ്യും എന്ന സന്ദേശം	PARTLY FALSE
FAKE_3185	Omicron XB ,ഡെൽറ്റ വേരിയന്റിനേക്കാൾ 5 മടങ്ങ് അപകടകാരി	MOSTLY FALSE
FAKE_3186	പ്രധാനമന്ത്രിയുടെ വക മൂന്ന് മാസത്തെ സൗജന്യ മൊബൈല്‍ റീച്ചാര്‍ജ്'! സന്ദേശം വൈറല്‍, അപേക്ഷിക്കേണ്ടതുണ്ടോ?	MOSTLY FALSE
FAKE_3187	വാട്ട്സ്ആപ്പിൽ ഒരു സന്ദേശം വൈറൽ ആയിക്കൊണ്ടിരിക്കുകയാണ്. ഒരു ഉപയോക്താവ് അത്തരം ഒരു സന്ദേശം, വസ്തുതാപരിശോധനക്കായി ഞങ്ങളുടെ വാട്ട്സ്ആപ്പിലേക്കും അയച്ചു. ആ സന്ദേശം ഇങ്ങിനെയാണ്, 'ഞങ്ങളുടെ 68മത് വാർഷികവേളയിൽ, ഏറ്റവും പുതിയ ഒരു 2021 ടൊയോട്ട 4റണ്ണർ, ശനിയാഴ്ച വൈകുന്നേരം 4 മണിക്കുള്ളിൽ (D...	MOSTLY FALSE
FAKE_3188	യോഗി സര്‍ക്കാര്‍ അധികാരമേറ്റെടുക്കും മുന്‍പ് യുപിയില്‍ 12 മെഡിക്കല്‍ കോളെജുകള്‍ മാത്രമാണ് ഉണ്ടായിരുന്നത്	MOSTLY FALSE
FAKE_3189	UPA സര്‍ക്കാര്‍ അഫ്ഗാനിസ്ഥാനില്‍ പാര്‍ലമെന്‍റ് നിര്‍മിച്ചത് 969 കോടി രൂപക്കാണ്	MOSTLY FALSE
FAKE_3190	മദ്രസ അധ്യാപകര്‍ക്ക് ശമ്പളവും പെന്‍ഷനും നല്‍കാന്‍ സര്‍ക്കാര്‍ ഖജനാവില്‍ നിന്ന് കോടികള്‍ ചെലവഴിക്കുന്നു	MOSTLY FALSE
FAKE_3191	"രാജ്യത്തെ ഇന്ധന വില വർദ്ധിച്ചുകൊണ്ടിരിക്കുന്ന സാഹചര്യത്തിൽ അനാവശ്യ യാത്രകൾ ഒഴിവാക്കാനാണ് സർക്കാർ പെട്രോളിന് വില വർദ്ധിപ്പിച്ചത് എന്ന് കേന്ദ്ര ധനകാര്യമന്ത്രി നിർമ്മല സീതാരാമൻ പറഞ്ഞു, എന്ന് ""24 ന്യൂസ്‌ "" വാർത്ത."	MOSTLY FALSE
FAKE_3192	സ്വകാര്യ മേഖലയിൽ കേരളത്തിൽ സൗജന്യ കോവിഡ് ചികിത്സ സർക്കാർ വാഗ്ദാനം ചെയ്തിട്ടുണ്ട്	MOSTLY FALSE
FAKE_3193	തൃശൂർ പൂരത്തിനു അനുമതി കൊടുക്കാത്ത സംസ്‌ഥാന സർക്കാർ മുസ്ലിം സമുദായത്തിന് ഇഫ്‌താർ വിരുന്ന് നടത്താൻ അനുമതി നൽകി	PARTLY FALSE
FAKE_3194	ലോകാരോഗ്യ സംഘടനയുടെ സന്ദേശം -തലച്ചോറിനെ നശിപ്പിക്കുന്ന ഏഴു ശീലങ്ങള്‍:	PARTLY FALSE
FAKE_3195	കുട്ടികളിലെ ലഹരി ഉപയോഗം രക്ഷിതാക്കള്‍ക്ക് കേരള പൊലീസിന്റെ ജാഗ്രതാ നിര്‍ദ്ദേശം.	PARTLY FALSE
FAKE_3196	കേന്ദ്ര സർക്കാർ പാസ്സാക്കിയ പൗരത്വ നിയമം നടപ്പാക്കാനാണ് കേരളത്തിലും തടങ്കൽപ്പാളയം പണിയുന്നത്	MOSTLY FALSE
FAKE_3197	രണ്ടു മാസകാലയളവിൽ KSEB ബിൽ ചെയ്യുന്നത് ജനങ്ങൾക്ക് നഷ്‌ടം	PARTLY FALSE
FAKE_3198	50 വയസുള്ള സ്ത്രീകള്‍ യുവതികളാണെന്ന് സുപ്രീം കോടതി വിധി	PARTLY FALSE
FAKE_3199	കാന്‍സര്‍ പ്രതിരോധത്തിനായി ആര്‍‌സി‌സിയിലെ ഡോക്ടര്‍മാര്‍ നല്‍കിയ സന്ദേശം	PARTLY FALSE
FAKE_3200	ഉത്തര്‍പ്രദേശില്‍ പിന്നോക്ക സമുദായത്തിലെ കുട്ടികളുടെ വിദ്യാഭ്യാസം യോഗി സര്‍ക്കാര്‍ നിര്‍ത്തലാക്കി.	MOSTLY FALSE
FAKE_3201	അവസാന വര്‍ഷത്തില്‍ എല്‍.ഡി.എഫ് സര്‍ക്കാര്‍ പരസ്യ ഇനത്തില്‍ 200 കോടി ചെലവാക്കി	MOSTLY FALSE
FAKE_3202	ഏതൊരു മലയാളിയേയും പോലെ പിണറായി സർക്കാരിന്റെ തുടർഭരണത്തിനായി ആഗ്രഹിക്കുന്നെന്ന് ഫഹദ് ഫാസിൽ	MOSTLY FALSE
FAKE_3203	വാട്സപ്പില്‍ നിങ്ങളുടെ കോളുകള്‍ റെക്കോര്‍ഡ്‌ ചെയ്യുകയും നിങ്ങളുടെ വാട്സാപ്പ്, ഫെസ്ബൂക്ക്, ഇന്‍സ്റ്റാഗ്രാംഅക്കൗണ്ടുകള്‍ സര്‍ക്കാര്‍ നിരിക്ഷിക്കുകയും ചെയ്യും	MOSTLY FALSE
FAKE_3204	അതിഭീകരമായി ഒരു ഭരണകൂടം വേട്ടയാടിയ മനുഷ്യനാണ്, തല്ലി ചതച്ചിട്ടും തോറ്റു പോകാത്ത വീര്യമാണ്. സഖാവ് പി കെ കുഞ്ഞനന്തന് അന്ത്യാഭിവാദ്യങ്ങൾ...	MOSTLY FALSE
FAKE_3205	ഫേസ്ബുക്ക് പേജിൽ ‘ബർഹാരിയ സിവാൻ’ എഴുതി, “മുഗൾ ഗാർഡന്റെ പേര് അശോക് വാടിക എന്ന് മാറ്റാൻ സർക്കാർ ഒരുങ്ങുകയാണ്. ഞങ്ങൾ സമയം കാര്യമാക്കുന്നില്ല”.	PARTLY FALSE
FAKE_3206	കോവിഡ് ദുരിതാശ്വാസമായി സർക്കാർ 2000 രൂപ നൽകുന്നു	MOSTLY FALSE
FAKE_3207	പുതുതായി വൈദ്യുതി കണക്ഷൻ എടുക്കുന്നവർക്ക് പോസ്റ്റും കണക്ഷനും തികച്ചും സൗജന്യമാണ്. കേന്ദ്ര സർക്കാരിൻറെ പദ്ധതിയിൽ പദ്ധതിയായ ദീൻ ദയാൽ ഗ്രാമീണ യോജന – എല്ലാവർക്കും വൈദ്യുതി പദ്ധതി	PARTLY FALSE
FAKE_3208	അപകടത്തിൽ മരിച്ച സുധീറിന്‍റെയും ഭാര്യയുടെയും’ വൃക്കദാനത്തെക്കുറിച്ചുള്ള സന്ദേശം	PARTLY FALSE
FAKE_3209	സൗജന്യ പ്രമേഹ പരിശോധനക്കെത്തുന്നവര്‍ എയ്ഡ്‌സ് പടര്‍ത്താന്‍ എത്തുന്നവരാണ്	MOSTLY FALSE
FAKE_3210	ണ്ണാറശാല അമ്മയ്ക്ക് അന്ത്യാഞ്ജലി	PARTLY FALSE
FAKE_3211	60 വയസ്സ് കഴിഞ്ഞവർക്ക് 10000 രൂപ പെൻഷൻ നല്‍കാന്‍ മോദി സർക്കാർ ഒരുങ്ങുന്നു	PARTLY FALSE
FAKE_3212	ത്രിപുര മുന്‍മുഖ്യമന്ത്രി മണിക് സർക്കാർ ‘ബിജെപിയിലേക്ക്’	PARTLY FALSE
